unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
10593156,HZ344421,2016-06-13 09:00:00 UTC,063XX N CENTRAL AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,false,false,1621,16,45,12,11,1139013.0,1941925.0,2016,2018-02-10 15:50:01 UTC,41.996763285,-87.763989588,"(41.996763285, -87.763989588)"
10491408,HZ231967,2016-04-18 10:00:00 UTC,090XX S CORNELL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,false,false,413,4,8,48,11,1188815.0,1845369.0,2016,2018-02-10 15:50:01 UTC,41.730755168,-87.58389144,"(41.730755168, -87.58389144)"
10498554,HZ239907,2016-04-15 23:56:00 UTC,007XX E 111TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,531,5,9,50,11,1183356.0,1831503.0,2016,2018-02-10 15:50:01 UTC,41.692833841,-87.60431945,"(41.692833841, -87.60431945)"
10472451,HZ211851,2016-03-22 00:01:00 UTC,053XX N NEW ENGLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1613,16,41,10,11,1129611.0,1934942.0,2016,2018-02-10 15:50:01 UTC,41.977767602,-87.798736605,"(41.977767602, -87.798736605)"
10412529,HZ149597,2016-02-12 18:45:00 UTC,015XX E 93RD ST,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,RESIDENCE,false,false,413,4,8,48,26,1188181.0,1843623.0,2016,2018-02-10 15:50:01 UTC,41.725979085,-87.586269477,"(41.725979085, -87.586269477)"
10417130,HZ155135,2016-02-10 16:00:00 UTC,012XX E 78TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,411,4,8,45,11,1185660.0,1853526.0,2016,2018-02-10 15:50:01 UTC,41.753213625,-87.595192816,"(41.753213625, -87.595192816)"
10466175,HZ205184,2016-02-07 12:00:00 UTC,052XX N NEWCASTLE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1613,16,41,10,11,1129935.0,1934331.0,2016,2018-02-10 15:50:01 UTC,41.976085403,-87.797559129,"(41.976085403, -87.797559129)"
10401674,HZ138106,2016-02-02 16:00:00 UTC,106XX S EWING AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,false,false,432,4,10,52,26,1202180.0,1835032.0,2016,2018-02-10 15:50:01 UTC,41.702059877,-87.535283023,"(41.702059877, -87.535283023)"
10378099,HZ114241,2016-01-13 14:40:00 UTC,010XX E 132ND ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,true,false,533,5,9,54,04B,1185676.0,1818025.0,2016,2018-02-10 15:50:01 UTC,41.655794169,-87.596247691,"(41.655794169, -87.596247691)"
10354085,HY545261,2015-12-21 12:25:00 UTC,092XX S ELLIS AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENCE,true,false,413,4,8,47,18,1184499.0,1843955.0,2015,2018-02-10 15:50:01 UTC,41.726977027,-87.59974637,"(41.726977027, -87.59974637)"
10349425,HY540230,2015-12-09 09:15:00 UTC,014XX W PERSHING RD,1537,OFFENSE INVOLVING CHILDREN,POS: PORNOGRAPHIC PRINT,GOVERNMENT BUILDING/PROPERTY,true,false,912,9,11,59,26,1167297.0,1878878.0,2015,2019-07-09 16:06:47 UTC,41.823195202,-87.661760367,"(41.823195202, -87.661760367)"
10334901,HY525602,2015-12-05 09:08:00 UTC,111XX S KEDZIE AVE,0330,ROBBERY,AGGRAVATED,BANK,true,false,2211,22,19,74,03,1157015.0,1830471.0,2015,2018-02-10 15:50:01 UTC,41.690573145,-87.700786991,"(41.690573145, -87.700786991)"
10321830,HY511656,2015-11-23 05:00:00 UTC,091XX S CHICAGO SKYWAY IB,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT/GARAGE(NON.RESID.),false,false,423,4,7,48,03,1196336.0,1844715.0,2015,2018-02-10 15:50:01 UTC,41.728777533,-87.556361618,"(41.728777533, -87.556361618)"
10321571,HY511350,2015-11-22 16:30:00 UTC,081XX S KIMBARK AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,true,true,411,4,8,45,04A,1186294.0,1851181.0,2015,2018-02-10 15:50:01 UTC,41.746763764,-87.592943425,"(41.746763764, -87.592943425)"
10311776,HY500528,2015-11-13 19:05:00 UTC,012XX E 79TH ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,true,false,411,4,8,45,18,1185668.0,1852862.0,2015,2018-02-10 15:50:01 UTC,41.751391355,-87.595184375,"(41.751391355, -87.595184375)"
10306969,HY495841,2015-11-07 12:00:00 UTC,061XX S MASON AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,812,8,13,64,11,1137792.0,1863189.0,2015,2018-02-10 15:50:01 UTC,41.780723773,-87.770381388,"(41.780723773, -87.770381388)"
